X,u,100
0.0000000000,0.1092715969
0.0100000000,0.1985431939
0.0200000000,0.2767422296
0.0300000000,0.3455857857
0.0400000000,0.4062661697
0.0500000000,0.4597256271
0.0600000000,0.5067522679
0.0700000000,0.5480244603
0.0800000000,0.5841355503
0.0900000000,0.6156095636
0.1000000000,0.6429121801
0.1100000000,0.6664589543
0.1200000000,0.6866217882
0.1300000000,0.7037342123
0.1400000000,0.7180958075
0.1500000000,0.7299759749
0.1600000000,0.7396171943
0.1700000000,0.7472378681
0.1800000000,0.7530348224
0.1900000000,0.7571855182
0.2000000000,0.7598500150
0.2100000000,0.7611727200
0.2200000000,0.7612839509
0.2300000000,0.7603013342
0.2400000000,0.7583310591
0.2500000000,0.7554690030
0.2600000000,0.7518017425
0.2700000000,0.7474074635
0.2800000000,0.7423567798
0.2900000000,0.7367134701
0.3000000000,0.7305351432
0.3100000000,0.7238738364
0.3200000000,0.7167765557
0.3300000000,0.7092857634
0.3400000000,0.7014398175
0.3500000000,0.6932733687
0.3600000000,0.6848177183
0.3700000000,0.6761011423
0.3800000000,0.6671491827
0.3900000000,0.6579849116
0.4000000000,0.6486291696
0.4100000000,0.6391007807
0.4200000000,0.6294167471
0.4300000000,0.6195924243
0.4400000000,0.6096416802
0.4500000000,0.5995770386
0.4600000000,0.5894098083
0.4700000000,0.5791502007
0.4800000000,0.5688074353
0.4900000000,0.5583898353
0.5000000000,0.5479049143
0.5100000000,0.5373594542
0.5200000000,0.5267595758
0.5300000000,0.5161108027
0.5400000000,0.5054181188
0.5500000000,0.4946860204
0.5600000000,0.4839185637
0.5700000000,0.4731194066
0.5800000000,0.4622918482
0.5900000000,0.4514388624
0.6000000000,0.4405631303
0.6100000000,0.4296670681
0.6200000000,0.4187528529
0.6300000000,0.4078224458
0.6400000000,0.3968776130
0.6500000000,0.3859199447
0.6600000000,0.3749508720
0.6700000000,0.3639716829
0.6800000000,0.3529835355
0.6900000000,0.3419874715
0.7000000000,0.3309844267
0.7100000000,0.3199752422
0.7200000000,0.3089606730
0.7300000000,0.2979413968
0.7400000000,0.2869180215
0.7500000000,0.2758910919
0.7600000000,0.2648610963
0.7700000000,0.2538284717
0.7800000000,0.2427936090
0.7900000000,0.2317568577
0.8000000000,0.2207185298
0.8100000000,0.2096789035
0.8200000000,0.1986382270
0.8300000000,0.1875967208
0.8400000000,0.1765545813
0.8500000000,0.1655119825
0.8600000000,0.1544690785
0.8700000000,0.1434260059
0.8800000000,0.1323828850
0.8900000000,0.1213398218
0.9000000000,0.1102969093
0.9100000000,0.0992542291
0.9200000000,0.0882118521
0.9300000000,0.0771698403
0.9400000000,0.0661282471
0.9500000000,0.0550871186
0.9600000000,0.0440464940
0.9700000000,0.0330064068
0.9800000000,0.0219668852
0.9900000000,0.0109279524
